node	descendants	informative_sites
342250	USA/MN-CDC-IBX559652720037/2021|MZ167946.1|21-04-11,USA/GA-CDC-LC0061969/2021|EPI_ISL_2306909|2021-05-14,USA/NY-PRL-2021_0405_02D24/2021|EPI_ISL_1542740|2021-04-04,USA/AL-CDC-ASC210008062/2021|MW966549.1|2021-03-16,USA/AL-UAB-GX43/2021|MW811389.1|21-02-11,USA/FL-CDC-STM-000013456/2021|MW721452.1|21-02-11,USA/JJFU/2021|MW930699.1|21-03-04,USA/TN-CDC-LC0026323/2021|MW869626.1|21-03-10,USA/TN-BEM-0004/2021|EPI_ISL_1182692|2021-03-01,USA/AL-CDC-2-4012890/2021|MW849836.1|21-02-24	913,2110,3267,5388,5986,6954,7984,10747,14120,14676,17004,17518,19390,23271,23604,23709,24506,27972,28048,28095,28111,28280,28281,28282,28977,16176,10323,15279,21801,23664,24914
342268	USA/FL-CDC-STM-000067806/2021|MZ279523.1|2021-04-29	913,1514,5986,6954,7984,10747,14120,14408,14676,15279,16176,16393,17004,17518,19029,19390,19884,23063,23271,23403,27382,27383,27384,27972,28048,28280,28281,28282,28881,28882,28883,28977,1722,2110,3177,9979,18029,28095,11296,15096,28904,29543,29693,5041,11291,18647,21766,21770,16827
342269	USA/PR-CDC-ASC210062025/2021|MZ244953.1|2021-05-10,USA/AL-CDC-STM-000065204/2021|MZ228846.1|2021-04-28	1514,3004,7042,7984,10747,10789,11288,11291,11296,17004,17518,19029,19390,19884,26110,26735,27382,27383,27384,28804,913,5986,6954,14120,14408,14676,15279,16176,16393,23063,23271,23403,27972,28048,28280,28281,28282,28881,28882,28883,28977,1722,2110,3177,9979,18029,28095,15096,28904,29543,29693,5041,18647,21766,21770,16827
342503	Germany/un-RKI-I-143369/2021|EPI_ISL_2128135|2021-04-27,Germany/un-RKI-I-144308/2021|EPI_ISL_2128650|2021-05-02,Germany/un-RKI-I-135888/2021|EPI_ISL_2119056|2021-04-21	913,1059,2110,3267,14120,16176,19390,19872,21766,23012,23271,23604,25688,28095,28881,28882,28883,28887,5388,5986,6954,14676,15279,24914,27972,28048,28111,28280,28281,28282
342533	USA/CA-CDC-ASC210051346/2021|MZ033175.1|21-04-08,USA/CA-SEARCH-9151/2021|EPI_ISL_1794904|2021-04-06,USA/IL-21WGS083/2021|EPI_ISL_1443279|2021-03-17,USA/IL-S21WGS1346/2021|EPI_ISL_2000819|2021-04-26,USA/FL-CDC-ASC210008921/2021|MW966719.1|2021-03-15,USA/TX-HMH-MCoV-37244/2021|EPI_ISL_2203350|2021-03-28,USA/TX-HMH-MCoV-38669/2021|EPI_ISL_2213873|2021-04-05,USA/IL-C21WGS0876/2021|EPI_ISL_2140004|2021-04-30,USA/FL-CDC-STM-000053989/2021|MZ061095.1|21-04-10,USA/WA-UW-21050503067/2021|EPI_ISL_2299297|2021-05-05	4809,6166,7764,8739,13517,21663,21664,21665,21766,28095,29614
342534	USA/WA-S6366/2021|EPI_ISL_1822794|2021-04-05,USA/WA-UW-21042213600/2021|MZ192006.1|2021-04-22,USA/WA-CDC-UW21050351816/2021|MZ257628.1|2021-05-03,USA/WA-UW-2021040500308/2021|MZ239123.1|2021-04-05,USA/WA-UW-2021040810574/2021|EPI_ISL_1715573|2021-04-08,USA/WA-UW-21042051353/2021|MZ171785.1|21-04-20,USA/WA-UW-67384/2021|EPI_ISL_1448342|2021-03-16	4809,6166,7764,8739,13517,21663,21664,21665,21766,28095,29614
342834	USA/WA-S4838/2021|MW687204.2|21-01-21,USA/WA-AG-10088997/2021|EPI_ISL_1159706|2020-03-02,USA/WA-S4242/2021|EPI_ISL_962335|2021-01-18,USA/WA-S4823/2021|MW687193.2|21-01-20,USA/WA-S4632/2021|EPI_ISL_1015975|2021-01-23,USA/WA-S4846/2021|MW687210.2|21-01-20,USA/WA-S4818/2021|MW687189.2|21-01-20,USA/WA-S4827/2021|EPI_ISL_1049675|2021-01-20,USA/WA-S4836/2021|MW687202.2|21-01-21,USA/WA-S4843/2021|MW687208.2|21-01-19	2098,6401,7984,11296,16431,18175,21766,21768,21770,21993,22282,22484,28095,4288,6166,29367
342842	USA/WA-S4841/2021|EPI_ISL_1049689|2021-01-12	1772,2110,3177,7984,12226,14120,19390,21766,21770,28095,28980,3096,7732
342914	IRQ/Samawa-21/2021|MZ145306.1|2021-02-20,USA/NY-PRL-2021_02_22_00A15/2021|EPI_ISL_1098250|2021-02-18,Finland/HEL-19-V196/2021|EPI_ISL_1081965|2021-01-25,USA/NJ-CDC-LC0051279/2021|MZ141857.1|21-04-23	913,2110,3267,6954,14120,23271,24506,28095,28280,28281,28282,28881,28882,28883,28977,15096
342917	USA/IL-CDC-LC0054225/2021|MZ179934.1|21-04-26	913,2110,3267,6954,14120,23271,23604,23709,24914,27972,28048,28111,28280,28281,28282,28977
342920	USA/CO-CDPHE-2100736177/2021|EPI_ISL_1665301|2021-03-31	3004,3267,5388,5986,6954,7042,10319,18424,23604,25563,28095,28280,28281,28881,28882,28883,28977,23709,28111,2110,9870,11005,14676,15279,23042,24506,28048,28282,28975,14408,23063,23403,833,21304,27964,20262,21846,25907,28472,28869,27972,5284,11291,11296,12295,14658,17679,23948,25677,26526,29413,913,2810,12162,12621,13409,15441,17615,19164,1059,10323,21801,23012,23664,17762,21770,16889,17019,9867,16500,22320,25517,27925
342948	Sweden/1917617464/2021|EPI_ISL_2221801|2021-03-22,Sweden/1914627164/2021|EPI_ISL_2215947|2021-03-10,Sweden/SE00349281/2021|EPI_ISL_1603155|2021-03-13,Sweden/1450881464/2021|EPI_ISL_1903380|2021-03-15,Sweden/1450880864/2021|EPI_ISL_1903378|2021-03-15,Sweden/1914624564/2021|EPI_ISL_2214843|2021-03-09,Sweden/1916898764/2021|EPI_ISL_2215417|2021-03-10,Sweden/1914246364/2021|EPI_ISL_2214152|2021-03-04	913,5986,6954,10582,11296,14120,14220,14408,14676,15279,16176,16393,19390,21993,22022,23012,23063,23271,23403,27382,27383,27384,27972,28048,28280,28281,28282,28881,28882,28883,28977,29685,1722,2110,3177,9979,18029,28095,15096,28904,29543,29693,5041,11291,18647,21766,21770
343158	England/CAMC-F01668/2021|OD929154.1|2021-01-07,England/LOND-126A193/2020|20-12-23,England/QEUH-CC7968/2020|OD913393.1|2020-12-21,England/CAMC-CF315C/2020|OD919430.1|2020-12-18,England/LOND-12688FA/2020|20-12-17	2110,3971,5944,11296,12809,12936,14120,15096,21621,27381,27382,27383,28884
343496	England/ALDP-1184088/2021|OD975578.1|2021-01-25,England/ALDP-116FF68/2021|OD952477.1|2021-01-25	875,913,1059,2110,3267,4080,4081,4082,4788,5388,5986,6954,8083,9085,10319,11291,11296,11522,12809,14120,14676,14805,15279,16176,18175,18424,21304,21770,23063,23271,23593,23604,23709,24506,24914,25563,25907,26148,27964,27972,28048,28095,28111,28280,28281,28282,28472,28869,28881,28882,28883,28977,29402
343590	England/TFCI-26FAE8B/2020|EPI_ISL_816898|2020-12-29,England/PHEC-K304K081/2021|21-04-26,England/CAMC-F7C98D/2021|OD932440.1|2021-01-09,Germany/SL-RKI-I-014895/2021|EPI_ISL_1145033|2021-01-28,England/CAMC-10BF4F2/2021|OD948359.1|2021-01-19,England/CAMC-CB885E/2020|OD918300.1|2020-12-18,England/CAMC-CB6BEE/2020|OD918151.1|2020-12-19,Switzerland/LU-ETHZ-590789/2021|EPI_ISL_1913985|2021-04-22,England/CAMC-CF31E3/2020|OD919438.1|2020-12-18,India/CH-NCDC-INSACOG-2209254/2021|EPI_ISL_1970264|2021-04-03	913,2110,2544,3267,6954,12809,14120,14676,15279,16176,23271,24506,24914,26604,28095,28280,28281,28282,28881,28882,28883,15096,7042
343783	ESP/hCoV-19_Spain_CT-HUVH-88240_2021/2021|MW769772.1|21-01-14	913,2110,2544,5689,5986,6954,10323,12809,14120,15279,15324,16176,21801,23271,23604,23664,23709,24506,24914,26604,27972,28048,28095,28111,28280,28281,28282,3267,14676,5388,19390
343786	Spain/CT-HUVH-82600/2021|EPI_ISL_1059036|2021-02-08,Spain/CT-HUVH-95315/2021|EPI_ISL_1058162|2021-02-10	913,2110,2544,5689,5986,6954,10323,12809,14120,15279,15324,16176,21801,23271,23604,23664,23709,24506,24914,26604,27972,28048,28095,28111,28280,28281,28282,3267,14676,5388,19390
344053	USA/WA-UW-68613/2021|MZ232214.1|2021-03-22	913,1314,2110,2544,5388,5986,6954,8290,10323,12809,14120,15279,16176,21801,23271,23604,23664,23709,24506,24914,25947,26604,27972,28048,28111,28116,28280,28281,28282,3267,14676,28095,3177
344054	India/MH-NS1240/2021|EPI_ISL_1838274|2021-04-01,India/ILSGS00946/2021|EPI_ISL_1663519|2021-03-04	913,1314,2110,2544,5388,5986,6954,8290,10323,12809,14120,15279,16176,21801,23271,23604,23664,23709,24506,24914,25947,26604,27972,28048,28111,28116,28280,28281,28282,3267,14676,28095,3177
344117	Netherlands/NH-RIVM-17362/2021|EPI_ISL_1289146|2021-03-02,Portugal/PT5362/2021|EPI_ISL_1443118|2021-03-05,India/PB-106/2021|EPI_ISL_2233560|2021-03-26,Ireland/D-NVRL-21IRL54776/2021|EPI_ISL_1252308|2021-02-28,Singapore/341/2021|EPI_ISL_1524782|2021-03-26,Canada/ON-PHL-21-16398/2021|EPI_ISL_2252427|2021-05,England/MILK-157B590/2021|21-05-11,Denmark/DCGC-55667/2021|EPI_ISL_1864095|2021-02-22,England/MILK-1558678/2021|21-05-01,Netherlands/GR-RIVM-25775/2021|EPI_ISL_1705248|2021-04-06	2110,2544,3267,5388,11291,11296,12809,14120,15279,16176,24506,26604,27940,28048,28095,28881,28882,28883,913,1059,6954,14676,23063,23271,24914,25563,28280,28281,28282,5944,11288,15096,7042,10195,28075,17762,21770
344170	India/HR-NCDC-INSACOG-1309150/2021|EPI_ISL_1908753|2021-03-05,India/DEL-NCDC-INSACOG-2209233/2021|EPI_ISL_1970246|2021-04-06	2110,2544,3267,5388,11291,11296,12809,14120,15279,16176,24506,26604,27940,28048,28095,28881,28882,28883,913,1059,6954,14676,23063,23271,24914,25563,28280,28281,28282,5944,11288,15096,7042,10195,28075,17762,21770
344397	England/NORW-2313DE/2021|21-01-14,England/RAND-13EB72E/2021|21-03-10,England/CAMC-1299C5E/2021|OD993739.1|2021-02-15,England/CAMC-144F806/2021|21-03-03,England/RAND-11ED005/2021|OD990142.1|2021-01-29,England/CAMC-10A037F/2021|OD946369.1|2021-01-18,England/MILK-10AE5E4/2021|OD978114.1|2021-01-17,England/MILK-13D0A41/2021|21-03-09,England/RAND-13FDB4B/2021|21-03-04,England/MILK-11F2D60/2021|OD969831.1|2021-01-30	2110,3177,4420,4421,4422,11296,12919,14120,23031,28095,28675,8084,17615
344399	England/CAMC-11FB004/2021|21-02-05,England/NORW-23166C/2021|21-01-19,England/NORW-2295E2/2021|21-01-20,England/NORW-231602/2021|21-01-19	2110,4420,4421,4422,8084,14120,17615,23031,28095,3177,11296,12919,28675
344859	Belgium/ULG-12514/2021|EPI_ISL_1113114|2021-02-15,Belgium/UZA-UA-CV2189596558/2021|EPI_ISL_1963419|2021-04-29,Belgium/UZA-UA-CV2137612339/2021|EPI_ISL_1661234|2021-04-13,Belgium/UZA-UA-CV2116583143/2021|EPI_ISL_1963404|2021-04-29,Belgium/ULG-12712/2021|EPI_ISL_1171475|2021-02-22,Belgium/UZA-UA-24927889/2021|EPI_ISL_1600193|2021-03-29,Belgium/UZA-UA-CV2116580921/2021|EPI_ISL_1963475|2021-04-29,Belgium/UZA-UA-647908694/2021|EPI_ISL_2134646|2021-05-05,Belgium/UZA-UA-CV2186064647/2021|EPI_ISL_1963416|2021-04-29,Belgium/rega-4549/2021|EPI_ISL_1380978|2021-02-18	913,2110,6541,6954,7113,11296,14120,14676,14742,15279,16176,21562,21608,23509,23604,23709,28280,28281,28282,28884,3267,5388,5986,10323,21801,23271,23664,24506,24914,27972,28048,28095,28111,23063,19390
344873	Belgium/rega-4375/2021|EPI_ISL_1380804|2021-03-03,Belgium/rega-4427/2021|EPI_ISL_1380856|2021-02-14	913,2110,6541,6954,7113,11296,14120,14676,14742,15279,16176,21562,21608,23509,23604,23709,28280,28281,28282,28884,3267,5388,5986,10323,21801,23271,23664,24506,24914,27972,28048,28095,28111,23063,19390
344889	Bulgaria/21BG-NC_001054_Run6/2021|EPI_ISL_1509797|2021-03-09	3004,6954,7042,11288,11291,12847,15279,15589,15596,15600
344890	USA/NY-PRL-2021_02_22_00A14/2021|EPI_ISL_1098249|2021-02-19	3004,6954,7042,11288,11291,12847,15279,15589,15596,15600
344900	Denmark/DCGC-59115/2021|EPI_ISL_1867686|2021-03-22,Denmark/DCGC-91594/2021|EPI_ISL_2027884|2021-04-12,Denmark/DCGC-58215/2021|EPI_ISL_1866718|2021-03-08,Denmark/DCGC-83516/2021|EPI_ISL_1892566|2021-03-15,Denmark/DCGC-56241/2021|EPI_ISL_1864741|2021-04-12,Denmark/DCGC-86862/2021|EPI_ISL_1896221|2021-03-29,Denmark/DCGC-85006/2021|EPI_ISL_1894316|2021-03-08,Denmark/DCGC-55963/2021|EPI_ISL_1864402|2021-04-05,Denmark/DCGC-83942/2021|EPI_ISL_1893108|2021-04-05,Denmark/DCGC-58869/2021|EPI_ISL_1867422|2021-04-05	2110,2270,3216,3276,4206,11288,11291,14120,18452,21008,21770,22413,27038,27039,27040,28095,3755,4255,11507,15278,210,1274,2453,4893,9454,27575
344968	Denmark/DCGC-61453/2021|EPI_ISL_1870024|2021-04-12	2110,3276,3755,4206,4255,11507,14120,15278,27038,27039,27040,28095,210,1274,2453,4893,9454,27575,2270,3216,11288,11291,18452,21008,21770,22413
345092	Germany/BW-RKI-I-149516/2021|EPI_ISL_2261196|2021-04-29,England/CAMC-F7CA4E/2021|OD932756.1|2021-01-09,England/MILK-ED3545/2021|OD931795.1|2021-01-03,England/PHEC-153D24/2020|20-12-12,England/CAMC-BD2136/2020|OD902861.1|2020-11-27,England/MILK-C4FF84/2020|OD917454.1|2020-12-11,Poland/0175WSN2021_wsseol/2021|EPI_ISL_1386182|2021-03-15,USA/TX-CDC-STM-000020317/2021|MW808051.1|21-02-18,England/CAMC-BBD377/2020|20-12-01,England/LOND-12E8FEE/2020|20-12-29	1643,2110,2306,11296,14120,27382,27383,27384,28251,28254,9565,13297,17508,19390,21643,22541
345097	Germany/HH-RKI-I-038225/2021|EPI_ISL_1284586|2021-03-05,England/CAMC-132889B/2021|OU027657.1|2021-02-08,England/CAMC-13E7C05/2021|21-03-15,Germany/TH-RKI-I-031637/2021|EPI_ISL_1215711|2021-02-11,Germany/HH-RKI-I-052959/2021|EPI_ISL_1436387|2021-03-19,Germany/TH-RKI-I-035343/2021|EPI_ISL_1281177|2021-03-03,Germany/TH-RKI-I-041126/2021|EPI_ISL_1348255|2021-03-05	3546,14622,27382,27383,27384,28095,28280,28281,28282,487,1720,2110,5284,7843,8802,11291,12809,14120,16393,21770,21771,22076,28077,28603,28739,29347,3013,5944,15096,15372,19524,28884,6606,11296,17548,17550,24109,24790
345100	Germany/MV-RKI-I-097624/2021|EPI_ISL_1843972|2021-04-14,Germany/MV-RKI-I-097578/2021|EPI_ISL_1843928|2021-04-14,Germany/BY-MVP-000005780/2021|EPI_ISL_2094718|2021-04-28	808,3546,5869,14622,27382,27383,27384,28280,28281,28282
345141	Germany/TH-RKI-I-041153/2021|EPI_ISL_1348316|2021-03-11,Germany/SN-RKI-I-084082/2021|EPI_ISL_1721506|2021-04-01,Germany/TH-RKI-I-041145/2021|EPI_ISL_1348298|2021-03-11,Germany/TH-RKI-I-044806/2021|EPI_ISL_1352229|2021-03-13,Germany/TH-RKI-I-045420/2021|EPI_ISL_1352844|2021-03-15,Germany/TH-RKI-I-043483/2021|EPI_ISL_1350671|2021-03-11,Germany/TH-RKI-I-043496/2021|EPI_ISL_1350684|2021-03-11,Germany/TH-RKI-I-041208/2021|EPI_ISL_1348385|2021-03-11,Germany/TH-RKI-I-034150/2021|EPI_ISL_1218463|2021-02-28,Germany/TH-RKI-I-043550/2021|EPI_ISL_1350738|2021-03-12	913,2110,3267,3546,5388,5986,6954,7843,11296,12809,14120,14676,15279,16176,16393,22076,23271,23604,23709,24506,24914,25273,27382,27383,27384,28095,28280,28281,28282,29347,14622
345152	Germany/TH-RKI-I-037945/2021|EPI_ISL_1284147|2021-03-08,Germany/TH-RKI-I-037969/2021|EPI_ISL_1284208|2021-03-08,Germany/TH-RKI-I-043574/2021|EPI_ISL_1350762|2021-03-11,Germany/TH-RKI-I-043464/2021|EPI_ISL_1350652|2021-03-11,Germany/TH-RKI-I-037939/2021|EPI_ISL_1284135|2021-03-08,Germany/TH-RKI-I-037935/2021|EPI_ISL_1284126|2021-03-08,Germany/TH-RKI-I-037933/2021|EPI_ISL_1284122|2021-03-08,Germany/TH-RKI-I-050007/2021|EPI_ISL_1357433|2021-03-15	14622,27382,27383,27384,28280,28281,28282
345153	Germany/BW-RKI-I-041210/2021|EPI_ISL_1348387|2021-03-04	913,2110,3267,3546,5388,5986,6954,7843,11296,12809,14120,14676,15279,16176,16393,22076,23271,23604,23709,24506,24914,25273,27382,27383,27384,28095,28280,28281,28282,29347,14622,808,5869
345172	Netherlands/ZH-RIVM-28945/2021|EPI_ISL_1962048|2021-02-22,Germany/BW-RKI-I-053518/2021|EPI_ISL_1437009|2021-03-17	487,1720,2110,5284,7843,8802,11291,12809,14120,16393,21770,21771,22076,27382,27383,27384,28077,28095,28603,28739,29347,3013,5944,15096,15372,19524,28884,6606,11296,17548,17550,24109,24790
345174	Germany/un-RKI-I-060124/2021|EPI_ISL_1565657|2021-03-23,Germany/TH-RKI-I-051777/2021|EPI_ISL_1434847|2021-03-19,Germany/un-RKI-I-108248/2021|EPI_ISL_1851937|2021-04-21	913,2110,3267,3546,5388,5986,6954,7843,11296,12809,14120,14622,14676,15279,16176,16393,22076,23271,23604,23709,24506,24914,25273,28095,28280,28281,28282,29347,27382,27383,27384
345175	Germany/un-RKI-I-074202/2021|EPI_ISL_1640539|2021-04-02	14622,27382,27383,27384,28280,28281,28282
345176	Germany/un-RKI-I-060108/2021|EPI_ISL_1565642|2021-03-23,Germany/un-RKI-I-060053/2021|EPI_ISL_1565591|2021-03-23	3546,14622,27382,27383,27384,28095,28280,28281,28282,808,5869,913,2110,3267,5388,5986,6954,7843,11296,12809,14120,14676,15279,16176,16393,22076,23271,23604,23709,24506,24914,25273,29347
345194	Scotland/QEUH-12AA21C/2021|OU021648.1|2021-02-15,Scotland/QEUH-1396B26/2021|21-03-05,Scotland/QEUH-11CBEF4/2021|OD974683.1|2021-02-01,Scotland/QEUH-136AB85/2021|21-02-28,Scotland/QEUH-1334B75/2021|OU037046.1|2021-02-25,Scotland/QEUH-1334B57/2021|OU037042.1|2021-02-25,Scotland/QEUH-11CC00C/2021|OD974686.1|2021-02-01,Scotland/QEUH-11CBF2E/2021|OD974439.1|2021-02-01	2110,2272,6267,7843,12809,14120,16393,18294,20148,27382,27383,27384,28006,28095,28109,28948
345316	England/MILK-13E2B3A/2021|21-03-13,England/MILK-12CD3E3/2021|OU020512.1|2021-02-16	2110,5558,7843,8655,12162,12809,14120,15720,16393,17615,18248,18329,21137,21294,21295,21296,22636,24919,25135,27382,27383,27384,28095
345322	Slovenia/165123/2021|EPI_ISL_1669654|2021-03-26,Slovenia/161631/2021|EPI_ISL_1669603|2021-03-25,England/NORW-229B3B/2021|21-01-03,Slovenia/161646/2021|EPI_ISL_1669622|2021-03-25,Italy/FVG-AOPN-18_run2/2021|EPI_ISL_1109587|2021-02-19,Slovenia/216087/2021|EPI_ISL_2272460|2021-04-22,Italy/FVG-ASUGI-21-run7/2021|EPI_ISL_1509741|2021-03-12,Italy/FVG-ASUGI-49-run6/2021|EPI_ISL_1510468|2021-03-18,Italy/FVG-ASUGI-7-run7/2021|EPI_ISL_1509727|2021-03-17,England/OXON-F539B9/2021|21-01-04	2110,5041,14120,15096,18647,19390,21766,27382,27383,27384
345354	USA/CO-CDPHE-2100718937/2021|EPI_ISL_2194887|2021-03-28,USA/CO-CDC-FG-011925/2021|MW910856.1|21-03-08,USA/MO-MSPHL-000660/2021|EPI_ISL_1593942|2021-03-26,USA/MO-MSPHL-002117/2021|EPI_ISL_2304227|2021-04-20,USA/MI-CDC-ASC210053798/2021|MZ084928.1|2021-04-08,USA/CO-CDC-22634171/2021|MW841811.1|21-03-03,USA/IL-CDC-LC0033382/2021|MW913986.1|21-03-19,USA/CO-CDC-ASC210048037/2021|MW990633.1|21-04-06,USA/UT-CDC-ASC210067906/2021|MZ214074.1|2021-04-12,USA/CO-CDPHE-2101112786/2021|EPI_ISL_2311089|2021-04-26	2706,6166,21294,21295,21296,21621,21770,27382,27383,27384
345355	USA/CO-CDC-FG-022389/2021|MZ033662.1|2021-04-03,USA/MA-CDCBI-CRSP_LY5ZRZVYW3UTF4XL/2021|MZ145686.1|21-04-26,USA/CO-CDC-FG-017039/2021|MW913321.1|21-03-24,USA/CO-CDPHE-2100710032/2021|EPI_ISL_1617187|2021-03-29,USA/CO-CDC-FG-019947/2021|MW992347.1|21-04-02,USA/CO-CDPHE-2100788777/2021|EPI_ISL_1665780|2021-04-05,USA/CO-CDC-FG-025824/2021|MZ077710.1|2021-04-16,USA/MA-CDCBI-CRSP_02702/2021|MZ160288.1|21-04-19,USA/CO-CDC-FG-023659/2021|MZ182432.1|2021-04-09	2706,6166,7984,11291,11296,14120,19390,21294,21295,21296,21621,21770,27382,27383,27384,7042
345421	USA/MN-1125/2021|EPI_ISL_2295643|2021-04-15,USA/MN-MDH-5318/2021|MW988429.1|21-04-07,USA/MN-CDC-IBX598573017189/2021|MZ058406.1|21-04-08,USA/MN-CDC-IBX674956882734/2021|MZ058301.1|21-04-05,USA/MN-MDH-5383/2021|MW988498.1|21-04-05,USA/MN-CDC-IBX598573017189/2021|MZ166930.1|21-04-08,USA/MN-CDC-IBX674956882734/2021|MZ166743.1|21-04-05,USA/MN-1146/2021|EPI_ISL_2295659|2021-04-15,USA/MN-1251/2021|EPI_ISL_2295760|2021-04-15	337,398,913,2110,5388,5986,6954,7984,10323,11291,11296,13665,14120,15279,16176,19390,21770,21801,22591,23271,23604,23664,23709,24506,24914,25797,27382,27383,27384,27972,28048,28085,28095,28111,28280,28281,28282,3267,14676,1059,9867,16500,20262,21846,22320,7042,7528,14322,14736,18465,23608,28097,1848,3228,4668,6828,10456,13860,15096,15457,19467,19951,2784,4752,16943,23248
345440	USA/NJ-CDC-IBX287492005855/2021|MZ166646.1|21-04-05,USA/NJ-CDC-IBX287492005855/2021|MZ058240.1|21-04-05	337,398,913,2110,5388,5986,6954,7984,10323,11291,11296,13665,14120,15279,16176,19390,21770,21801,22591,23271,23604,23664,23709,24506,24914,25797,27382,27383,27384,27972,28048,28085,28095,28111,28280,28281,28282,3267,14676,1059,9867,16500,20262,21846,22320,7042,7528,14322,14736,18465,23608,28097,1848,3228,4668,6828,10456,13860,15096,15457,19467,19951,2784,4752,16943,23248
345459	Sweden/1917751564/2021|EPI_ISL_1903620|2021-03-16,Sweden/SE1410571967/2021|EPI_ISL_2256268|2021-04-01,Sweden/21-52115/2021|EPI_ISL_1660108|2021-03-24,Sweden/SE1410570599/2021|EPI_ISL_2255840|2021-03-26,Sweden/SE1410257608/2021|EPI_ISL_2220161|2021-03-15,Sweden/16733089P/2021|EPI_ISL_2208993|2021-04-19,Sweden/SUS0000526/2021|EPI_ISL_1534045|2021-03-27,Sweden/SE1410390859/2021|EPI_ISL_2257399|2021-03-09,Sweden/SE00364496/2021|EPI_ISL_1604766|2021-03-19,Sweden/1918166964/2021|EPI_ISL_2256765|2021-03-25	913,5986,6954,10582,11296,14120,14220,14408,14676,15279,16176,16393,19390,21993,22022,23012,23063,23271,23403,27382,27383,27384,27972,28048,28280,28281,28282,28881,28882,28883,28977,29685,1722,2110,3177,9979,18029,28095,15096,28904,29543,29693,5041,11291,18647,21766,21770
345867	Austria/CeMM7278/2021|EPI_ISL_2232739|2021-04-06,Spain/MD-59562290/2021|EPI_ISL_1753991|2021-03,Spain/CT-HUVH-E18526/2021|EPI_ISL_1908813|2021-04-21,Austria/CeMM7784/2021|EPI_ISL_2137088|2021-04-14,Spain/IB-HUSE-00483/2021|EPI_ISL_2134937|2021-05-05,Spain/IB-HUSE-00368/2021|EPI_ISL_2100314|2021-04-28,Spain/MD-HGUGM-523445/2021|EPI_ISL_1964221|2021-04-26,Spain/MD-HGUGM-501851/2021|EPI_ISL_1914353|2021-04-13,Netherlands/ZH-EMC-2472/2021|EPI_ISL_2145548|2021-04-01,Spain/IB-HUSE-00471/2021|EPI_ISL_2134927|2021-05-05	913,1846,2110,3267,4456,5986,6954,11296,14120,14408,14676,15279,16176,19879,23063,23271,23277,23403,23604,23709,24506,24914,27972,28048,28881,28882,28883,28977,29700,29706,1059,25563,26110,5944,15096,17337,18018,5388,8883,8885,28095,28111,28280,28281,28282
345869	Spain/IB-HUSE-00332/2021|EPI_ISL_2100289|2021-04-28,Spain/MD-HRYC-11804645/2021|EPI_ISL_1912222|2021-04-08	913,1846,2110,3267,4456,5986,6954,11296,14120,14408,14676,15279,16176,19879,23063,23271,23277,23403,23604,23709,24506,24914,27972,28048,28881,28882,28883,28977,29700,29706,1059,25563,26110,5944,15096,17337,18018,5388,8883,8885,28095,28111,28280,28281,28282
345932	Germany/NW-RKI-I-091194/2021|EPI_ISL_1726203|2021-04-16	1937,2110,9856,14120,15096,17561,17563,17564,21644,21767,21770,21920,26453,26455,26456,26457,26463,26464,26467,26709,26712,27380,27381,27383,27384,28884
345947	Brazil/RJ-LNN00555/2021|EPI_ISL_2101398|2021-04-22,Brazil/RJ-LNN00554/2021|EPI_ISL_2101397|2021-04-22	913,2110,3267,3828,5388,5648,5986,6319,6613,6954,12778,13860,14120,14676,15279,16176,17259,22812,23012,23271,23525,23604,23633,23709,24506,24914,27855,27944,27972,28048,28095,28111,28167,28280,28281,28282,28512,28877,28878,28977
345951	Belgium/UZA-UA-00162907/2021|EPI_ISL_1039221|2021-02-05	913,2110,3267,14120,14676,15279,23271,24506,28280,28281,28282,28881,28882,28883,28977,1059,5986,10323,16176,21801,22206,22813,23604,23664,23709,24914,25563,26456,27972,28048,28095,28111,6954,10319,14805,18424,21304,23063,27964,28472,5388,6101,7201,8809,8890,24095,24432,25340,25517,27739,27925,28311,11296
345952	USA/VSP1903/2021|MZ156720.1|21-03-15	913,1059,2110,5300,5388,5581,5986,9749,9867,9891,11296,11804,12628,14120,14676,15279,16176,21801,22032,22917,23063,23271,23604,23709,24138,24410,24506,24914,25413,25517,25563,25703,27925,27972,28044,28048,28095,28111,28280,28281,28282,28881,28882,28883,28887,28975,28977,27964,6101,7201,8809,8890,24095,24432,25340,27739,28311,3267,10323,23664,26456,6954,7299,11291,11750,15096
345953	USA/NV-CDC-LC0059542/2021|EPI_ISL_2305037|2021-05-11	913,1059,2110,5388,5986,14120,14676,15279,16176,23063,23271,23604,23709,24506,24914,25563,27964,27972,28048,28095,28111,28280,28281,28282,28881,28882,28883,28977,3267,10323,21801,22206,22813,23664,26456,6954,10319,14805,18424,21304,28472,6101,7201,8809,8890,24095,24432,25340,25517,27739,27925,28311,11296,7299,11291,11750,15096
345955	USA/AZ-CDC-LC0005590/2021|MW664351.1|21-01-17,USA/AZ-CDC-STM-000007238/2021|MW633919.1|21-01-29,USA/MN-MDH-3007/2021|MW684235.1|21-02-11	1601,4399,4543,8179,8481,9453,11565,14120,14676,15279,16176,19170,19269,19509,23063,23271,23604,23709,24506,24914,25026,26927,27972,28048,28095,28111,28280,28281,28282,28977,913,3267,5388,5986,6954,11291,11296,12406,22917,25244,2110
